Province,ECD_Name,Clasification,Service Type,newOrRenewal,Registration Type,Partial Care Registration (PCR) Status,PCR Level,PCR Certificate Number,PCR issueDate,PCR expiryDate,Prog Registration Status,Prog Registration Level,Prog Registration issueDate,Prog Registration expiryDate,Prog Certificate Number,Land Owner,Building Owner,District Name,Fee Level,No. Children Enrolled,Equitable Share Subsidy,Children Subsidised Equitable Share,Conditional Grant Subsidy,Children Subsided Conditional Grant
Southern Cape,ECD 712,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,15,No,,No,
Southern Cape,ECD 713,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,BRONZE,DC12/05,2016/11/18,2021/11/30,Lapsed registration,BRONZE,2016/11/18,2021/11/30,,School,School,Disitrct 5,1,21,Yes,20,Yes,20
Southern Cape,ECD 714,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,14,No,,No,
Southern Cape,ECD 715,Centre based,ECD centre,,,In process,,,,,In process,,,,,The ECD Programme,The ECD Programme,Disitrct 2,3,28,No,,No,
Southern Cape,ECD 716,Centre based,ECD centre,,,In process,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,2,56,No,,No,
Southern Cape,ECD 717,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,1,50,No,,No,
Southern Cape,ECD 718,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,3,60,No,,No,
Southern Cape,ECD 719,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,4,9,No,,No,
Southern Cape,ECD 720,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,34,No,,No,
Southern Cape,ECD 721,,Mobile ECD programme,,,Not registered,,,,,Not registered,,,,,,,Disitrct 5,1,10,No,,No,
Southern Cape,ECD 722,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC/06/99,2019/11/21,2024/11/30,Fully registered,GOLD,2019/11/21,2024/11/30,,Other government institution (not municipality),Other government institution (not municipality),Disitrct 1,1,40,Yes,40,Yes,40
Southern Cape,ECD 723,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 3,1,156,No,,No,
Southern Cape,ECD 724,Centre based,ECD centre,,,Not registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,60,No,,No,
Southern Cape,ECD 725,Centre based,ECD centre,,,Conditionally registered,,,,,,,,,,Municipality,Municipality,Disitrct 2,1,27,No,,No,
Southern Cape,ECD 726,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 727,Centre based,ECD centre,,,In process,,,,,In process,,,,,The ECD Programme,The ECD Programme,Disitrct 2,2,13,No,,No,
Southern Cape,ECD 728,Centre based,ECD centre,,,In process,,,,,In process,,,,,Municipality,Municipality,Disitrct 2,3,53,No,,No,
Southern Cape,ECD 729,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 730,,,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 731,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC12/97,2018/10/09,2020/10/30,Conditionally registered,SILVER,2023/03/22,2025/03/22,DC12/97/21/18,The ECD Programme,The ECD Programme,Disitrct 2,2,97,No,,No,
Southern Cape,ECD 732,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,5,No,,No,
Southern Cape,ECD 733,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 1,2,31,No,,No,
Southern Cape,ECD 734,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,2,7,No,,No,
Southern Cape,ECD 735,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,8,No,,No,
Southern Cape,ECD 736,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,SILVER,DC 01/17,2017/07/10,2017/12/31,Lapsed registration,SILVER,2017/07/10,2017/12/31,,Other government institution (not municipality),Other government institution (not municipality),Disitrct 2,4,24,No,,No,
Southern Cape,ECD 737,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC18/09,2021/07/16,2026/07/31,Conditionally registered,BRONZE,2021/07/16,2026/07/31,,Municipality,Municipality,Disitrct 5,1,30,No,,Yes,30
Southern Cape,ECD 738,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,1,7,No,,No,
Southern Cape,ECD 739,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,1,7,No,,No,
Southern Cape,ECD 740,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 1,1,30,No,,No,
Southern Cape,ECD 741,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,1,5,No,,No,
Southern Cape,ECD 742,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Community Centre,Disitrct 5,1,27,No,,No,
Southern Cape,ECD 743,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The ECD Programme,Disitrct 5,1,18,No,,No,
Southern Cape,ECD 744,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,5,98,No,,No,
Southern Cape,ECD 745,Centre based,ECD centre,,,In process,,,,,In process,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,2,50,No,,No,
Southern Cape,ECD 746,,,Renewal,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,,,Disitrct 4,1,,No,,No,
Southern Cape,ECD 747,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,Dc20/10,2021/05/17,2023/07/30,Conditionally registered,BRONZE,2021/05/17,2023/07/30,,Community Centre,Community Centre,Disitrct 5,1,43,Yes,15,Yes,15
Southern Cape,ECD 748,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 5,1,13,No,,No,
Southern Cape,ECD 749,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC 16/01,2021/05/07,2026/05/30,Fully registered,GOLD,2021/05/07,2026/05/30,,Not-for profit organisation,Not-for profit organisation,Disitrct 4,1,42,No,,Yes,54
Southern Cape,ECD 750,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Other,Disitrct 2,2,10,No,,No,
Southern Cape,ECD 751,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Not-for profit organisation,Private business,Disitrct 2,3,5,No,,No,
Southern Cape,ECD 752,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,3,21,No,,No,
Southern Cape,ECD 753,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 4,1,12,No,,No,
Southern Cape,ECD 754,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,D12/06,2021/07/16,2026/07/31,Conditionally registered,BRONZE,2021/07/16,2026/07/31,,Municipality,Municipality,Disitrct 5,1,40,Yes,32,Yes,32
Southern Cape,ECD 755,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 756,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,BRONZE,DC03/08,2019/10/01,2021/04/30,Lapsed registration,BRONZE,2019/10/01,2021/04/30,,Municipality,The ECD Programme,Disitrct 5,2,69,Yes,45,Yes,45
Southern Cape,ECD 757,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 5,1,40,No,,No,
Southern Cape,ECD 758,,,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC48/06,2019/11/07,2024/11/30,Fully registered,GOLD,2019/11/07,2024/11/30,,,,Disitrct 4,1,,Yes,22,Yes,22
Southern Cape,ECD 759,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC12/08,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,Municipality,Municipality,Disitrct 5,1,62,Yes,52,No,
Southern Cape,ECD 760,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC03/20,2020/10/07,2025/10/20,Fully registered,GOLD,2020/10/07,2025/10/20,,The ECD Programme,The ECD Programme,Disitrct 5,1,37,Yes,36,No,
Southern Cape,ECD 761,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 762,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC18/10,2019/11/11,2024/11/30,Fully registered,GOLD,2019/11/11,2024/11/30,,Municipality,Municipality,Disitrct 4,1,14,No,,Yes,14
Southern Cape,ECD 763,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC10/01,2022/03/28,2027/03/31,Conditionally registered,BRONZE,2022/03/28,2027/03/31,,School,School,Disitrct 1,1,50,Yes,40,Yes,40
Southern Cape,ECD 764,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC28/00,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,1,41,Yes,40,Yes,40
Southern Cape,ECD 765,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC12/08,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,Municipality,The ECD Programme,Disitrct 5,1,60,No,,No,
Southern Cape,ECD 766,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 5,1,7,No,,No,
Southern Cape,ECD 767,,ECD centre,,,,,,,,,,,,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 2,,,No,,No,
Southern Cape,ECD 768,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 4,3,16,No,,No,
Southern Cape,ECD 769,Centre based,ECD centre,,,,,,,,,,,,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 4,,,No,,No,
Southern Cape,ECD 770,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 48/97,2022/03/31,2025/03/31,Conditionally registered,SILVER,2022/03/31,2025/03/31,,School,School,Disitrct 2,1,40,No,,Yes,32
Southern Cape,ECD 771,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,2,78,No,,No,
Southern Cape,ECD 772,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,GOLD,DC17/01,2020/01/02,2022/09/30,Lapsed registration,GOLD,2020/01/02,2022/09/30,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 1,1,311,Yes,311,No,
Southern Cape,ECD 773,Centre based,ECD centre,,,In process,,,,,In process,,,,,Private business,Private business,Disitrct 2,4,60,No,,No,
Southern Cape,ECD 774,Centre based,ECD centre,,,In process,,,,,In process,,,,,School,School,Disitrct 2,4,138,No,,No,
Southern Cape,ECD 775,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,1,104,No,,No,
Southern Cape,ECD 776,,,,,,,,,,,,,,,,,Disitrct 4,,,No,,No,
Southern Cape,ECD 777,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 2,1,73,No,,No,
Southern Cape,ECD 778,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,3,104,No,,No,
Southern Cape,ECD 779,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,3,55,No,,No,
Southern Cape,ECD 780,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 58/06,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,1,55,Yes,20,Yes,20
Southern Cape,ECD 781,Centre based,ECD centre,,,,,,,,,,,,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 2,2,,Yes,100,No,
Southern Cape,ECD 782,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 3,1,39,No,,No,
Southern Cape,ECD 783,Centre based,ECD centre,,,In process,,,,,In process,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,2,10,No,,No,
Southern Cape,ECD 784,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,GOLD,DC 06/15,2019/01/02,2020/12/31,Lapsed registration,GOLD,2019/01/02,2020/12/31,,,,Disitrct 4,1,,No,,No,
Southern Cape,ECD 785,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,5,46,No,,No,
Southern Cape,ECD 786,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other government institution (not municipality),School,Disitrct 3,3,37,No,,No,
Southern Cape,ECD 787,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC61/06,2022/03/30,2023/03/31,Fully registered,GOLD,2022/03/30,2023/03/31,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 1,1,84,Yes,93,Yes,93
Southern Cape,ECD 788,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,3,17,No,,No,
Southern Cape,ECD 789,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,3,25,No,,No,
Southern Cape,ECD 790,Centre based,ECD centre,,,In process,,,,,In process,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,12,No,,No,
Southern Cape,ECD 791,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC64/06,2019/03/27,2024/03/31,Fully registered,GOLD,2019/03/27,2024/03/31,,Municipality,Municipality,Disitrct 1,1,43,Yes,41,Yes,41
Southern Cape,ECD 792,Centre based,ECD centre,,,In process,,,,,In process,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,7,No,,No,
Southern Cape,ECD 793,Centre based,ECD centre,,,In process,,,,,In process,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,5,29,No,,No,
Southern Cape,ECD 794,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 14/98,2021/06/10,2024/06/30,Conditionally registered,SILVER,2021/06/10,2024/06/30,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,1,35,Yes,20,Yes,20
Southern Cape,ECD 795,Centre based,ECD centre,,,,,,,,,,,,,Another private individual,Another private individual,Disitrct 5,4,,No,,No,
Southern Cape,ECD 796,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,4,69,No,,No,
Southern Cape,ECD 797,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,In process,,DC 56/06,,,In process,,,,,Municipality,Municipality,Disitrct 5,1,6,Yes,20,Yes,20
Southern Cape,ECD 798,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 2,2,12,No,,No,
Southern Cape,ECD 799,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,5,No,,No,
Southern Cape,ECD 800,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,45,No,,No,
Southern Cape,ECD 801,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,3,No,,No,
Southern Cape,ECD 802,,,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 08/08,2020/10/07,2023/10/30,Conditionally registered,SILVER,2020/10/07,2023/10/30,,,,Disitrct 3,1,,Yes,20,Yes,20
Southern Cape,ECD 803,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 804,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,In process,,DC55/06,,,In process,,,,,Community Centre,Community Centre,Disitrct 5,1,16,No,,No,
Southern Cape,ECD 805,Centre based,ECD centre,,,In process,,,,,In process,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,23,No,,No,
Southern Cape,ECD 806,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 807,,,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 110/07,2022/02/23,2025/02/28,Conditionally registered,SILVER,2022/02/23,2025/02/28,,,,Disitrct 3,1,,Yes,32,No,
Southern Cape,ECD 808,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,20,No,,No,
Southern Cape,ECD 809,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,3,No,,No,
Southern Cape,ECD 810,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,24,No,,No,
Southern Cape,ECD 811,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,The ECD Programme,Disitrct 3,2,11,No,,No,
Southern Cape,ECD 812,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,2,20,No,,No,
Southern Cape,ECD 813,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,28,No,,No,
Southern Cape,ECD 814,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 815,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 2,2,40,No,,No,
Southern Cape,ECD 816,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,27,No,,No,
Southern Cape,ECD 817,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,40,No,,No,
Southern Cape,ECD 818,Centre based,ECD centre,,,In process,,,,,In process,,,,,Municipality,Municipality,Disitrct 2,2,30,No,,No,
Southern Cape,ECD 819,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,"The person in charge of the programme (e.g. principal, matron, child-minder, playgroup leader)",Another private individual,Disitrct 5,4,16,No,,No,
Southern Cape,ECD 820,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 5,4,47,No,,No,
Southern Cape,ECD 821,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 822,,,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 823,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,1,9,No,,No,
Southern Cape,ECD 824,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 2,2,11,No,,No,
Southern Cape,ECD 825,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Community Centre,Community Centre,Disitrct 3,1,20,No,,No,
Southern Cape,ECD 826,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,25,No,,No,
Southern Cape,ECD 827,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC02/13,2019/12/19,2024/12/30,Fully registered,GOLD,2019/12/19,2024/12/30,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 1,1,60,Yes,66,No,
Southern Cape,ECD 828,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,2,22,No,,No,
Southern Cape,ECD 829,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,The ECD Programme,Disitrct 3,1,32,No,,No,
Southern Cape,ECD 830,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Community Centre,Disitrct 2,2,24,No,,No,
Southern Cape,ECD 831,Centre based,ECD centre,,,In process,,,,,In process,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,53,No,,No,
Southern Cape,ECD 832,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,2,42,No,,No,
Southern Cape,ECD 833,Centre based,ECD centre,,,In process,,,,,In process,,,,,Municipality,Municipality,Disitrct 2,2,22,No,,No,
Southern Cape,ECD 834,Centre based,ECD centre,,,Lapsed registration,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 3,2,29,No,,No,
Southern Cape,ECD 835,Centre based,ECD centre,,,Lapsed registration,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 3,2,29,No,,No,
Southern Cape,ECD 836,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,1,10,No,,No,
Southern Cape,ECD 837,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,1,20,No,,No,
Southern Cape,ECD 838,Centre based,ECD centre,,,In process,,,,,In process,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,4,65,No,,No,
Southern Cape,ECD 839,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 2,4,5,No,,No,
Southern Cape,ECD 840,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Private business,Private business,Disitrct 5,3,30,No,,No,
Southern Cape,ECD 841,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 5,1,25,No,,No,
Southern Cape,ECD 842,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,19,No,,No,
Southern Cape,ECD 843,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,2,68,No,,No,
Southern Cape,ECD 844,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,15,No,,No,
Southern Cape,ECD 845,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,17,No,,No,
Southern Cape,ECD 846,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,,,,,,,,,,,Municipality,Municipality,Disitrct 1,1,,Yes,44,Yes,44
Southern Cape,ECD 847,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,28,No,,No,
Southern Cape,ECD 848,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 2,2,127,No,,No,
Southern Cape,ECD 849,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 850,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 2,2,21,No,,No,
Southern Cape,ECD 851,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,11,No,,No,
Southern Cape,ECD 852,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,32,No,,No,
Southern Cape,ECD 853,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,32,No,,No,
Southern Cape,ECD 854,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 855,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 856,,,,,Not registered,,,,,Not registered,,,,,,,Disitrct 5,1,,No,,No,
Southern Cape,ECD 857,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 2,2,124,No,,No,
Southern Cape,ECD 858,Centre based,ECD centre,,,Fully registered,,,,,In process,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,23,No,,No,
Southern Cape,ECD 859,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,35,No,,No,
Southern Cape,ECD 860,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 2,2,119,No,,No,
